id,date,title,key_characteristics,categories,abstract,pdf_url
114895-00,2016-09-19,"Intel(R) NUC Kit DE3815TYKHE, PCN 114895-00, Documentation, UPC/EAN code FYI",Documentation,Desktop Boards,"Desktop Boards, Documentation, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/D56E1A38-3B71-4237-AC94-56C22BC3D3E9/PCN114895-00.pdf
114894-00,2016-09-16,"Intel(R) Omni-Path Host Fabric Interface Adapter 100 Series 1 Port PCIe x16 Low Profile 100HFA016LS, Intel(R) Omni-Path Host Fabric Interface Adapter 100 Series 1 Port PCIe x16 Standard 100HFA016FS, PCN 114894-00, Product Design, Firmware Revision",Product Design,Networking Products,"Networking Products, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/76F15A83-AB2F-4186-8EA0-36DE278DDD8B/PCN114894-00.pdf
114898-00,2016-09-14,"Intel(R) Server Chassis H2224XXKR2, PCN 114898-00, Product Material, Replacement of components listed under RoHS exemption 7c-I",Product Material,"Server Boards and Platforms, Server Chassis","Server Boards and Platforms, Server Chassis, Product Material, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/0601C31F-C906-41A6-8FBC-3ABBAED6F5A0/PCN114898-00.pdf
114896-00,2016-09-13,"Intel(R) Server Chassis P4304XXSHCN, PCN 114896-00, Label, Update PSU Label",Label,Server Boards and Platforms,"Server Boards and Platforms, Label, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/331A12BB-F359-4702-95A0-B006B864DE21/PCN114896-00.pdf
114869-01,2016-09-12,"Intel(R) NUC Kit, NUC6i3SYH, Intel(R) NUC Kit, NUC6i3SYK, Intel(R) NUC Kit, NUC6i5SYH, Intel(R) NUC Kit, NUC6i5SYK, PCN 114869-01, Product Design, Product Material, BIOS Update and DIMM socket modification, Reason for Revision: SODIMM socket modification",Product Design,Desktop Boards,"Desktop Boards, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/B4BBE7EE-4D17-4082-B813-AB66552153FD/PCN114869-01.pdf
114886-00,2016-09-12,"Select Intel(R) SSD 600p Series Products, PCN 114886-00, Label, Label Update",Label,Flash Memory Products,"Flash Memory Products, Label, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/C4B06E7F-3998-4EB7-B6BC-D24AE940A2D6/PCN114886-00.pdf
114889-00,2016-09-12,"Intel(R) Dual Band Wireless-N 7260  
SKU: 7260.HMWANG.I,
, PCN 114889-00, Label, Label Change",Label,"Networking Products, Wireless Products","Networking Products, Wireless Products, Label, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/D98B2B41-2752-4C88-B086-1595FC140327/PCN114889-00.pdf
114887-00,2016-09-09,"Intel(R) Compute Stick STK1A32SCL and Intel(R) Compute Stick STK1AW32SCL, PCN 114887-00, Product Design, Label, BIOS, OS Image and Label Updates",Product Design,"Desktop Boards, Consumer Electronics","Consumer Electronics, Desktop Boards, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/652CD603-826A-40DF-9D31-1E16110CF038/PCN114887-00.pdf
114876-01,2016-09-08,"Intel(R) Compute Module HNS2600KPR, Intel(R) Compute Module HNS2600TPFR, PCN 114876-01, Product Material, Product Design, Replacement of components listed under RoHS exemption 7c-I, Change Node Tray Assembly          Reason for revision: ROHS cut-in date for",Product Material,"Server Boards and Platforms, Server Chassis","Server Boards and Platforms, Server Chassis, Product Material, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/F3EE7A44-4B18-4C9D-9215-C96D7A81E407/PCN114876-01.pdf
114880-00,2016-09-07,"Intel(R) Server System R2312WTTYSR, PCN 114880-00, Product Design, Product Material, Replacement of components under RoHS exemptions and PSOC firmware update.",Product Design,Server Boards and Platforms,"Server Boards and Platforms, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/219BCBA2-54AE-4F40-90D1-292ABEBB945A/PCN114880-00.pdf
114826-00,2016-09-06,"Intel(R) Atom¬ Processor Z3735D, Z3735E, Z3745, Z3745D, Z3775, Z3775D, Z3795, PCN 114826-00, Product Discontinuance, End Of Life",Product Discontinuance,"Mobile Processors, Consumer Electronics","Consumer Electronics, Mobile Processors, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/C8FF6BD1-795B-4EF9-9462-D928BBF888FE/PCN114826-00.pdf
114827-00,2016-09-06,"Intel(R) Atom¬ Processor Z3735F, Z3735G, Z3736F, Z3736G, PCN 114827-00, Product Discontinuance, End Of Life",Product Discontinuance,"Mobile Processors, Consumer Electronics","Consumer Electronics, Mobile Processors, Product Discontinuance, Product transitioning from Intel Architecture to Embedded Intel Architecture.",https://QDMS.intel.com/dm/i.aspx/1BC69CA6-FE38-4487-BAB8-8A6C7820C95F/PCN114827-00.pdf
114879-00,2016-09-06,"Intel(R) Compute Module HNS2600TP24SR, PCN 114879-00, Product Material, Replacement of components listed under RoHS exemption 7c-I",Product Material,"Server Chassis, Server Processors","Server Chassis, Server Processors, Product Material, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/8D8E43F3-62DE-4F87-AD53-D67201CCF32E/PCN114879-00.pdf
114831-01,2016-09-06,"Intel(R) Compute Stick STK2m3W64CC,  
Intel(R) Compute Stick STK2m364CC, 
Intel(R) Compute Stick STK2mv64CC, PCN 114831-01, Product Design, Label, Transport Media, BIOS Update, Chassis Modification, Label Update, Bag Change, and for SKU MM#944712 OS Image Updat",Product Design,Desktop Boards,"Desktop Boards, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/67FD10C6-AF3A-41C0-A6C0-456B9511004E/PCN114831-01.pdf
114881-00,2016-09-06,"Intel(R) Server System R1208GZ4GC and
Intel(R) Server System R1304GZ4GC, PCN 114881-00, Product Design, Label, Update Regulatory and Safety Labels, Update Motherboard",Product Design,"Server Boards and Platforms, Server Chassis","Server Boards and Platforms, Server Chassis, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/DFA5475A-4AB6-42E8-9B4B-6B604C84ABF0/PCN114881-00.pdf
114839-00,2016-09-02,"Intel(R) Omni-Path Edge Switch 100 Series 24 Port Managed Forward 2 PSU 100SWE24QF2, 
Intel(R) Omni-Path Edge Switch 100 Series 24 Port Forward 2 PSU 100SWE24UF2, 
Intel(R) Omni-Path Edge Switch 100 Series 48 Port Managed Reverse 2 PSU 100SWE48QR2, Intel(R) Omni-",Product Design,Networking Products,"Networking Products, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/54436A50-817F-4A8D-B378-64BFB1B9E4F3/PCN114839-00.pdf
114875-00,2016-09-01,"Intel(R) Dual Band Wireless-AC 3165 SKUs: 3165.NGWG; 3165.NGWG.S, PCN 114875-00, Label, Label Update",Label,"Networking Products, Wireless Products","Networking Products, Wireless Products, Label, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/46D79ECB-96A5-484A-A918-24E583D06E04/PCN114875-00.pdf
114868-00,2016-08-31,"Intel(R) Server System R2308GZ4GC, PCN 114868-00, Product Design, Label, Update Motherboard",Product Design,Server Boards and Platforms,"Server Boards and Platforms, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/D130C234-7564-4937-8456-D69F9D4EA242/PCN114868-00.pdf
114853-00,2016-08-30,"Intel(R) Dual Band Wireless-AC 8260 SKUs:8260.NGWMG; 8260.NGWMG.K; 8260.NGWMG.NV; 8260.NGWMG.NVS; 8260.NGWMG.S, PCN 114853-00, Label, Label Update",Label,"Networking Products, Wireless Products","Networking Products, Wireless Products, Label, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/8810EC3A-B452-46E4-B98A-CA2467E22A99/PCN114853-00.pdf
114854-00,2016-08-29,"Intel(R) Server System R2308GZ4GC, PCN 114854-00, Product Design, Label, Update Motherboard",Product Design,Server Boards and Platforms,"Server Boards and Platforms, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/64FD879C-1E85-4C4D-B4D2-6DF035397540/PCN114854-00.pdf
114862-00,2016-08-29,"Intel(R) Dual Band Wireless-AC 7265, Intel(R) Dual Band Wireless-N 7265, 
and Intel(R) Wireless-N 7265 SKUs: 7265.NGWG; 7265.NGWANG; 7265.NGWNBG; 7265.NGWBNG; 7265.NGWG.NV; 7265.NGWG.I; 7265.NGWG.W; 7265.NGWG.NVW; 7265.NGWG.IW; 7265.NGWANG.W; 7265.NGWNBG.W; 726",Label,"Networking Products, Wireless Products","Networking Products, Wireless Products, Label, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/960884A2-101D-4ED7-9386-0784809A5ED7/PCN114862-00.pdf
114867-00,2016-08-29,"Intel(R) Server Chassis P4308XXMFEN, PCN 114867-00, Label, Regulatory and Safety Labels",Label,"Server Boards and Platforms, Server Chassis","Server Boards and Platforms, Server Chassis, Label, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/9F1B3AA5-3482-4146-AA9A-020953E0148F/PCN114867-00.pdf
114848-00,2016-08-26,"Intel(R) Dual Band Wireless-AC 3165 and Intel(R) Dual Band Wireless-AC 7265 SKUs: 7265.D2WG; 7265.D2WG.I; 3165.D2WG; 3165.D2WG.S; 3165.D2WG18V; 3165.D2WG18V.S; 7265.D2WG.W; 7265.D2WG.S; 7265.D2WG18V; 7265.D2WG18V.S; 7265.D2WG18V.S1; 7265.D2WG.NVB
, PCN 114848",Label,"Networking Products, Wireless Products","Networking Products, Wireless Products, Label, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/5B10F313-E642-4518-9D78-772F3C3D55F5/PCN114848-00.pdf
114857-00,2016-08-25,"Selected Spares and Accessories for Intel(R) Server Boards and 
Intel(R) Server Systems, PCN 114857-00, Product Material, RoHS Exempt Free Spares",Product Material,"Server Boards and Platforms, Server Chassis","Server Boards and Platforms, Server Chassis, Product Material, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/62F43ABB-F958-46EE-9F0D-EF22B65BB998/PCN114857-00.pdf
114859-00,2016-08-25,"Intel(R) Server System R2312WTTYSR, PCN 114859-00, Product Design, DIMM connector change",Product Design,"Server Boards and Platforms, Server Chassis","Server Boards and Platforms, Server Chassis, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/553C55D3-6678-4DFA-A0E6-11AB3A4A6EEB/PCN114859-00.pdf
114843-00,2016-08-24,"Selected Spares and Accessories for Intel(R) Server Boards and Intel(R) Server Systems, PCN 114843-00, Product Material, RoHS Exept Free Spares",Product Material,"Server Boards and Platforms, Server Chassis","Server Boards and Platforms, Server Chassis, Product Material, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/0BC3C390-A2E3-4C60-85EE-1BB50A729602/PCN114843-00.pdf
114845-00,2016-08-24,"Intel(R) Server Chassis P4308XXMFEN, PCN 114845-00, Label, Update Regulatory and Safety Labels",Label,"Server Boards and Platforms, Server Chassis","Server Boards and Platforms, Server Chassis, Label, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/1D88F9AC-90BA-48E8-A10B-1C748A6A51A5/PCN114845-00.pdf
114824-00,2016-08-22,"Intel(R) SSD DC S3500 Series, PCN 114824-00, Product Discontinuance, End of Life",Product Discontinuance,Flash Memory Products,"Flash Memory Products, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/50FCCBC8-29BE-43A7-A7F7-45206B450EDF/PCN114824-00.pdf
114833-00,2016-08-22,"Intel(R) Server System R1208SPOSHOR and Intel(R) 1U Spare Hot-swap Backplane F1U8X25S3HSBP, PCN 114833-00, Product Design, Product Material, Firmware Update and Replacement of components listed under RoHS exemption 7c-I",Product Design,Server Boards and Platforms,"Server Boards and Platforms, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/90800D80-E1AA-4E95-9019-A0E98A20ECB9/PCN114833-00.pdf
114828-00,2016-08-19,"Intel(R) Compute Stick STK1A32SC and Intel(R) Compute Stick STK1AW32SC, PCN 114828-00, Product Design, Label, BIOS and OS Image Update, and adapter label update",Product Design,Desktop Boards,"Desktop Boards, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/0142D270-D94D-41B1-B2F0-120534C7D960/PCN114828-00.pdf
114834-00,2016-08-19,"Intel(R) Compute Module HNS2600TPR, PCN 114834-00, Product Material, Replacement of components listed under RoHS exemption 7c-I",Product Material,"Server Chassis, Server Processors","Server Chassis, Server Processors, Product Material, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/25515BF2-813F-406C-8860-B102FF2EC9EB/PCN114834-00.pdf
114825-00,2016-08-18,"Intel(R) 12Gb SAS Bridge Board AHWKPTP12GBGBR5 
(with RAID 5) 
, PCN 114825-00, Product Material, Replacement of components listed under RoHS exemption 7c-I",Product Material,"Server Chassis, Server Processors","Server Chassis, Server Processors, Product Material, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/B768F88F-A175-4F19-8D04-343F6F6A23F6/PCN114825-00.pdf
114797-00,2016-08-15,"Intel(R) RealSense¬ Camera R200, PCN 114797-00, Product Discontinuance, End of Life",Product Discontinuance,CAMERA MOD,"CAMERA MOD, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/87A6A093-9D8B-4178-B829-1BA92DCB2A03/PCN114797-00.pdf
114815-00,2016-08-15,"Intel(R) NUC Kit NUC5PGYH, PCN 114815-00, Product Design, Label, Product Marking, Firmware and OS image update, packaging, labels and Integration Guide update",Product Design,Desktop Boards,"Desktop Boards, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/E4F3232E-099E-486E-A8B6-45BABCB6F9FC/PCN114815-00.pdf
114817-00,2016-08-15,"Intel(R) Server System R2224IP4LHPC9, PCN 114817-00, Label, Update Power Supply Unit Label",Label,Server Boards and Platforms,"Server Boards and Platforms, Label, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/CC36D0F9-B8B4-4DFB-A8BD-E7D9503DCCEB/PCN114817-00.pdf
114796-00,2016-08-12,"Intel(R) Xeon Phi¬ Processors 7210, 7230 & 7250, PCN 114796-00, Product Design, Order Code, New Product Code and Material Master Number",Product Design,Server Processors,"Server Processors, Product Design, Customers may want to perform re-qualification, re-test, re-certification or standard validation testing for this change; see sample detail in PCN where applicable.",https://QDMS.intel.com/dm/i.aspx/7A18FA78-9661-4310-B570-23D4C89E6321/PCN114796-00.pdf
114810-00,2016-08-10,"Intel(R) Server System R1208GZ4GC, PCN 114810-00, Label, Product Design, Update PBA Label and Motherboard",Label,Server Boards and Platforms,"Server Boards and Platforms, Label, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/E726A9CB-8F29-4A62-B39F-AD2998D19662/PCN114810-00.pdf
114789-00,2016-08-09,"Intel(R) True Scale Fabric Passive Copper Cable QSFP-QSFP 0.5m 30 AWG CBL10600H30, Intel(R) True Scale Fabric Passive Copper Cable QSFP-QSFP 1m 30 AWG CBL10600130, Intel(R) True Scale Fabric Passive Copper Cable QSFP-QSFP 2m 30 AWG CBL10600230, Intel(R) True Scal",Order Code,Networking Products,"Networking Products, Order Code, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/203D8E5B-7515-4CCF-A6C1-3DEEC2F4C7E4/PCN114789-00.pdf
